영상ID,영상제목,영상설명,게시일,태그,카테고리,썸네일,조회수,좋아요,영상길이(초),자막여부,구독자 수,채널 총 조회수,업로드된 영상 수,자막 유형,자막 파일
ztdC-WTQZjA,"낮에는 농사꾼, 밤에는 좀비 잡는 게임 이제 ㄱㅐ잘합니다ㄷㄷ(※시간순삭)","헌터의 이중생활
[업로드] 금,토,일,월 
[문의메일] zxcv34276@gmail.com
[인스타그램] @hxxax_
#혜안 #뱀파이어서바이벌
[브그미언]
Track 감사감격 - https://youtu.be/v1DAJIW7k0s",2025-01-20T10:44:00Z,혜안,20,https://i.ytimg.com/vi/ztdC-WTQZjA/hqdefault.jpg,519594,12367,1868.0,false,2720000,2015966883,1707,transcript_api,captions\ztdC-WTQZjA.txt
k7VCPs8mMso,드디어 나왔습니다 그냥 보세요 진짜 지립니다 (신작 공포게임/미사이드),"#공포게임 #미연시 #소름 
▼게임 다운로드 주소는 아래에 있습니다▼
※게임제목 : MiSide / 미사이드
※다운로드링크 : https://store.steampowered.com/app/2527500/MiSide/
※한글패치 링크 : 
----------
※아프리카TV 방송국: https://goo.gl/36YQW7
※구독하기 : https://goo.gl/hmGy4i
----------
아웃트로 노래
제목 : 똑똑
제작자 : 스미드
https://www.youtube.com/watch?v=cQ-_G2uUw48",2024-12-13T13:11:22Z,"수탉, 수탉tv, 공포, 공포게임, 실황, 신작, 게임",20,https://i.ytimg.com/vi/k7VCPs8mMso/hqdefault.jpg,953668,12028,11283.0,false,961000,654855265,1844,transcript_api,captions\k7VCPs8mMso.txt
HOL-kWkpnls,[서은광] 돌아온 겜방!🎮  게임광의 게임 방송💙,"안녕하세요
유투브 [서은광] 채널의 비투비 서은광입니다!

건강하신지요!
저는 해외 투어 다니면서 잘 회복하고 있습니다🕺

그리하야!
이번 주 정기 라이브는 원래대로
5월 9일 금요일 오후 8시에 진행하려고 합니다!😽

이번 라이브에는 무엇을 할까 고민해 봤는데...

지난번 취업의 문턱에서 좌절했던 그 친구가 계속 생각이 나서...
🎮섬세한 컨트롤로 이번엔 꼭 취업 성공해 보려고 합니다!
(그리고 시간남으면 방탈출..?)ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ

그 친구가 취업할수 있도록... 여러분들도 다 함께 응원해 주세요!ㅋㅋㅋㅋㅋ
  
얼마 남지 않은 이번 주도 힘내서 보내시고
불타는 금요일 함께 해요~💝",2025-05-09T13:07:39Z,"서은광, 비투비, 은광, 응가, 브이로그, 마라톤, 자전거, 초보, 유투버, 서응가, 라이딩, 게임",20,https://i.ytimg.com/vi/HOL-kWkpnls/hqdefault.jpg,12797,1021,6280.0,false,51500,566703,11,transcript_api,captions\HOL-kWkpnls.txt
zN8gn7tBSeE,슈비류 스파2 격겜 라이브 게임방송 25.05.08 어버이는 위대하다 바이슨 고수 조씽과 경기! #오락실,"고전게임 스트리트파이터2  superbryu 실시간 방송입니다. 많은 시청 부탁드립니다 

#스트리트파이터 #스트리트파이터2 #게임 #실시간방송 #실시간게임방송 #스파2대쉬 #고전게임  #격투게임 #라이브방송 #경기 #한중전 #대전게임 #파이트케이드 #류 #켄 #가일 #베가 #바이슨 #스트리트파이터2챔피언에디션 #레트로게임 #게임방송 #춘리 #블랑카 #달심 #게임라이브 #sf2 #sf2ce #sf2gameplay #streetfighter #gaming #retrogaming #qqarc #dhalsim #streetfighter2 #streetfighter2champion #fightcade #fightcade2 #gamelive #actiongames #ryu #ken #guile #bison #vega #blanka #chunli #streetfightergameplay #honda #streetfighterii
This stream is created with #PRISMLiveStudio",2025-05-08T15:43:50Z,,20,https://i.ytimg.com/vi/zN8gn7tBSeE/hqdefault.jpg,8751,22,8558.0,false,1990,2123777,405,transcript_api,captions\zN8gn7tBSeE.txt
-FQC3v45dsI,공포 게임 레전드 듀오 결성(feat.우정잉),"👊마이프로틴, 보충제 최저가로 구매가능한 말왕TV 링크
https://tidd.ly/3pciApC
*결제 창 할인코드에 'horseking' 기재시, 추가 할인혜택!
-
말왕의 불범김치
https://bit.ly/3W5jzsJ
-
💊말왕의 100억 유산균 비오에이트
https://smartstore.naver.com/mybodydolbom
-
📨말왕TV 공식 이메일
ragoona88@gmail.com
-
말왕카페
https://cafe.naver.com/horseking123

#그림자복도 #공포게임 #우정잉",2025-01-20T09:57:25Z,,20,https://i.ytimg.com/vi/-FQC3v45dsI/hqdefault.jpg,1221573,16405,5082.0,false,1650000,811008175,1313,transcript_api,captions\-FQC3v45dsI.txt
205O7DYdh10,택티컬 FPS의 상징이라 불리는 게임,"▼ 게임정보 및 빅헤드정보

※연락처             : bighead033@naver.com
※생방송             : https://m.site.naver.com/1iNDv
※팬카페             : https://cafe.naver.com/bighead033
※게임제목         : 레디오어낫
※편집자             : 스패즈",2025-02-26T13:36:25Z,"빅헤드, FPS, 게임",20,https://i.ytimg.com/vi/205O7DYdh10/hqdefault.jpg,240425,3910,1422.0,false,631000,548792391,4004,transcript_api,captions\205O7DYdh10.txt
ck9uRZO0JF8,05년생 히요코의 라이어게임 데뷔전 ㅋㅋㅋㅋ 【라이어게임 :: 25.05.04 #4 풀영상】,,2025-05-04T21:55:32Z,"broodwar, starcraft, starcraft broodwar, starcraft remastered, 김윤환, 김윤환 랜능크, 랜능크, 랜덤능력크래프트, 랜덤능력크래프트 김윤환, 브레인, 브레인저그, 스타, 스타크래프트, 스타크래프트 명경기, 암센세, 우승자, 우승자저그, 윤암센세, 저그, 프로게이머",20,https://i.ytimg.com/vi/ck9uRZO0JF8/hqdefault.jpg,13929,,9471.0,false,39500,62683038,4056,transcript_api,captions\ck9uRZO0JF8.txt
Ti3nYZSc77o,250509 라스트 오브 애스를 잊고 싶읍니다... [The Last of Us : Part1],"📌 생방송 시간 : 저녁 8시 - 새벽 1시
📌 투네이션 https://toon.at/donate/637801123213090159
📌 멤버십 가입 https://www.youtube.com/channel/UCEcRvF_6IRSux8FO-ogFZug/join
📌 비지니스 메일 sahoiingameclub@gmail.com
📌 팬카페 https://cafe.daum.net/sahoiingameclub

🎮강초당 · 구라베 · 망난이 · 송몽숙 · 장폰주🎮 
게임을 좋아하는 다섯 명이 모여 함께 운영하는 사회인 게임클럽입니다.😎

💬 생방송 규칙 💬

📌 채팅창 도배 금지 🙅🏽‍♂️
📌 타 스트리머 언급 금지 🙅🏽‍♂️
📌 시청자 닉네임 언급 금지 🙅🏽‍♂️
📌 시청자간 욕설 및 비방 금지 🙅🏽‍♂️
📌 시청자간 훈수 금지 🙅🏽‍♂️
📌 혐오 표현, 정치 관련 언급 금지 🙅🏽‍♂️

BGM - 

#사인클 #사회인게임클럽 #라스트오브어스 #라오어 #lastofus",2025-05-09T17:21:20Z,,20,https://i.ytimg.com/vi/Ti3nYZSc77o/hqdefault.jpg,18358,662,21853.0,false,66600,54893327,1810,transcript_api,captions\Ti3nYZSc77o.txt
tBIW52vBMkw,게임 브금 월드컵🥇나의 틀취향이 많이 첨가된...,"📌영상이 길 경우 HD화질(1080)이 바로 완료가 안될수있습니다. 좋은 화질을 원하신다면 몇시간 뒤 기다렸다가 시청하시면 됩니다!
📌 업로드 이슈로  올라가지 못한 영상들은 치지직 다시보기로 보실 수 있습니다! 
📌풀영상의 구독과 후원 사운드는 나오지 않으니 시청 시 참고바랍니다

치지직 생방송 채널 : https://chzzk.naver.com/888bdc1e2fbe68322574cbe883b34ee4
유튜브 하이라이트 채널 : https://www.youtube.com/@ham_90",2025-05-05T17:19:56Z,"트위치, 트위치 혜미, 풀영상, 수다방송, 인디게임, 게임, 트위치 게임, 트위치 풀영상, 타르코프, 패스오브엑자일, poe, path of exile, escape from tarkov, 워프레임, 발더스게이트3, 발더스게이트3 한글, 발더게3, 디비니티 오리지널 씬2, 디오씬2, 퍼스트 디센던트, 라스트 에폭, 사이버펑크, 싸이버펑크, 싸이버펑크 2.0, 싸이버펑크 dlc, fm, 풋볼매니저, fm2024, fm 뉴비, 고난리그, 고난리그 스타터, 배틀 브라더스, 배틀 브라더즈, 배브 레전드모드, 라스트에폭, 라스트에포크, 림월드, 림월드 어노말리, 림월드 초보, 림월드 아노말리, 림월드 바이오테크, 림월드 로얄티, 림월드 이데올로기, 림월드 dlc, 림월드 뉴비, 몬스터 헌터 와일즈, 몬헌 와일즈, 몬헌 와일즈 뉴비",20,https://i.ytimg.com/vi/tBIW52vBMkw/hqdefault.jpg,431,13,19618.0,false,4740,1136005,1342,transcript_api,captions\tBIW52vBMkw.txt
W8evFiVi254,말왕이 뽑은 실물 1위 여캠과 공포게임,"👊마이프로틴, 보충제 최저가로 구매가능한 말왕TV 링크
https://tidd.ly/3pciApC
*결제 창 할인코드에 'horseking' 기재시, 추가 할인혜택!
-
말왕의 불범김치
https://bit.ly/3W5jzsJ
-
💊말왕의 100억 유산균 비오에이트
https://smartstore.naver.com/mybodydolbom
-
📨말왕TV 공식 이메일
ragoona88@gmail.com
-
말왕 유튜브 멤버십 구독
https://www.youtube.com/channel/UCYJDUekoQz0-bo8al1diLWQ/join
-
말왕카페
https://cafe.naver.com/horseking123

#공포게임 #케인 #공겜",2025-04-12T03:06:36Z,"공포게임, 공겜, 홍콩실록, 케인tv, 케숙이, 케숙",20,https://i.ytimg.com/vi/W8evFiVi254/hqdefault.jpg,252841,3437,4229.0,true,1650000,811008175,1313,transcript_api,captions\W8evFiVi254.txt
dRsOAM8SMs8,"[24년 하반기] 생존을 위한 게임사들의 선택, 어떤 결과로 이어질까? (게임사 실적발표 2부 - 카카오게임즈, 엔씨소프트, 펄어비스, 시프트업, 네오위즈) [CC]","24년 하반기 1부 보러가기: https://youtu.be/7mqCUaB0-6U?si=VJ7UZZlWn3XZzped
24년 상반기 1부 보러가기: https://youtu.be/EARjJaGCB0Y?si=Q2ybd5VoPqNfpLmx
24년 상반기 2부 보러가기: https://youtu.be/0OJFeBOJFV4?si=xWFZpGzeSHZLH4pR
게임사 실적발표 모음 보러가기: https://www.youtube.com/watch?v=HIQqxJKmumo&list=PLrSwOL51Rc5AIe7U6PTRZbQgAMqWaYE95

0:00 카카오게임즈
10:57 엔씨소프트
25:47 펄어비스
31:16 시프트업
43:29 네오위즈",2025-04-25T09:00:06Z,,20,https://i.ytimg.com/vi/dRsOAM8SMs8/hqdefault.jpg,184779,2986,3090.0,true,416000,177575397,602,transcript_api,captions\dRsOAM8SMs8.txt
alLwg1x390Y,"🚨실제상황🚨 공포게임 중 기절 [클래스룸 챕터3,4]","👊마이프로틴, 보충제 최저가로 구매가능한 말왕TV 링크
https://tidd.ly/3pciApC
*결제 창 할인코드에 'horseking' 기재시, 추가 할인혜택!
-
말왕의 불범김치
https://bit.ly/3W5jzsJ
-
🏋말왕이 입는 짐웨어 WAYDN 웨이든
https://bit.ly/3SPHNWb
-
💊말왕의 100억 유산균 비오에이트
https://smartstore.naver.com/mybodydolbom
-
📨말왕TV 공식 이메일
ragoona88@gmail.com
-
말왕카페
https://cafe.naver.com/horseking123

#말왕 #공포게임 #더클래스룸",2025-01-02T09:40:59Z,,20,https://i.ytimg.com/vi/alLwg1x390Y/hqdefault.jpg,1111948,13883,2020.0,false,1650000,811008175,1313,transcript_api,captions\alLwg1x390Y.txt
CCxYuZ1nrOQ,[어쌔신크리드 섀도우스] 5년 만에 돌아온 전설의 게임! 1581년 일본 교토로 떠납니다🌸 (Assassin's Creed Shadows),"단편 인디게임 모두보기 : https://tinyurl.com/3mnv9cw2
다른 영상 재생목록보기 : https://tinyurl.com/tepxnys5
옥냥이 방송국 : https://cafe.naver.com/dhrsiddl
#어쌔신크리드 #어쌔신크리드섀도우스 #어쌔신크리드섀도우스엔딩

어쌔신크리드 섀도우스
Assassin's Creed Shadows",2025-03-30T01:08:57Z,"옥냥이, 어쌔신크리드 섀도우스 공략, 어쌔신크리드 섀도우스 장비, 어쌔신크리드 섀도우스 리뷰, 어쌔신크리드 섀도우스 빌드, 어쌔신크리드 섀도우스 나오에, 어쌔신크리드 섀도우스 전투, 어쌔신크리드 섀도우스 카타나, 어쌔신크리드 섀도우스 게임플레이, 어쌔신크리드 섀도우스",20,https://i.ytimg.com/vi/CCxYuZ1nrOQ/hqdefault.jpg,149545,767,135002.0,false,666000,785172150,4395,transcript_api,captions\CCxYuZ1nrOQ.txt
lQq1WYIVc-o,정식발매한 최고의 공장게임에서 공장 만들기,"#휘용 #새티스팩토리 #건축



생방송 : https://chzzk.naver.com/af02937d91855bbbae1b0649e9c21762

각종 문의 : dyddyd1335@gmail.com


🎵Music provided by 브금대통령
🎵Track : Dwarves' Kingdom - https://youtu.be/zlCu66G1DQc?si=Avz_3ZubhDWkPqII",2024-11-16T04:00:26Z,"휘용, 휘용 마인크래프트, 휘용 노가다, 휘용의 취미생활, 휘용 서브채널, 취미생활, 노가다, 마인크래프트 노가다",20,https://i.ytimg.com/vi/lQq1WYIVc-o/hqdefault.jpg,251048,2718,2813.0,false,138000,31476279,202,transcript_api,captions\lQq1WYIVc-o.txt
VxQOAgIz3Jc,공포게임은 뉴비들이랑 해야되는 이유 😳,"공포게임 파라노이아 플레이스 고아원 w.설백, 꽃핀
(paranoia place)
------------------------------------------------------------------------------------------------
✅생방송 주소✅
치지직 : https://chzzk.naver.com/75bd327f6ba6f57106c79fe3f2c3d19f
아프리카 : https://bj.afreecatv.com/rngudwnswkd

✅멤버쉽 가입✅
https://www.youtube.com/channel/UC7bcRlidTERRb_MKRHPVSnw/join

✅업로드 날짜 ✅
월,화,수,목,토,일 (오후10시)
랜덤으로 올라갑니다!

✅푸린 팬카페✅
https://cafe.naver.com/purin1000

✅푸린 다시보기 채널✅
https://www.youtube.com/@purinfull29

✅푸린한테 선물하는 팬심 주소✅
https://fancim.me/celeb/celebDonation.aspx?cu_id=f_7lg6694586oany05

✅인스타 주소✅
https://www.instagram.com/purin_26/

✅광고문의✅
purin@sandboxnetwork.net

✅개인 메일/고인물 초빙석 메일✅
kmb1000@naver.com

#푸린 #공포게임 #설백 #꽃핀 #파라노이아플레이스 #공략 #고인물 #스피드런 #speedrun",2025-05-07T12:23:16Z,"공포게임, 고인물, 공략, 픽셀, 공포, 스피드런, SPEEDRUN, 타임어택, 푸린",20,https://i.ytimg.com/vi/VxQOAgIz3Jc/hqdefault.jpg,91581,2013,2300.0,false,687000,612090806,2710,transcript_api,captions\VxQOAgIz3Jc.txt
0EMXA2N8z90,드디어 나온다 진짜 인생 게임이! 3월 신작 게임 총정리,"#플스#스팀#엑박#3월신작게임#인조이#퍼스트버서커카잔#어쌔신크리드섀도우스#캡콤#오픈월드#2025년신작게임#대작게임#갓겜#게임패스#블리치

0:00 한국 게임들의 약진
0:39 더 퍼스트 버서커 카잔 (플스 엑박 스팀)
3:27 인조이 (스팀)
5:29 어쌔신 크리드 섀도우스 (플스 엑박 스팀)
7:45 스플릿 픽션 (플스 엑박 스팀)
8:59 제노블레이드 크로니클스 크로스 (스위치)
10:10 유미아의 아틀리에 (플스 엑박 스위치 스팀)
11:26 블리치 리버스 오브 소울즈 (플스 엑박 스팀)
12:50 아톰폴 (플스 엑박 스팀)
14:17 프래그 펑크 (플스 엑박 스팀)
15:29 비너스 베케이션 프리즘 (플스 스팀)
16:30 투 포인트 뮤지엄 (플스 엑박 스팀)
17:05 킬링 플로어 3 (플스 엑박 스팀)
17:36 드래곤킨 더 배니시드 (스팀)
18:15 비욘드 더 아이스 팰리스 2 (스위치 스팀)
18:58 원더스탑 (스팀)
19:46 브로큰 로어 돈 워치 (스팀)
20:22 일본 드리프트 마스터 (스팀)
20:56 카르마 더 다크 월드 (플스 엑박 스팀)
21:38 AI 리미트 (플스 스팀)

🎶집마가 만든 게임 커뮤니티 카페 '집뮤니티'
https://cafe.naver.com/zipmunity

☎ 비즈니스 제휴 및 공구 관련 문의
raykhan0325@naver.com",2025-03-02T13:37:24Z,"집마홀릭, 집마, 게임랭킹, 랭킹, 집마홀릭TV, 신작게임, 게임리뷰, 홀릭TV, 플스, 엑박, 스팀, 플스 5, 플스 5 프로, 갓겜, 오픈월드 게임, 명작, 시드 마이어의 문명 7, 용과 같이 8 외전, 킹덤컴 딜리버런스 2, 몬스터 헌터 와일즈, 캡콤, 어바우드, 게임패스, 인조이, 배틀그라운드, 크래프트, 퍼스트버서커카잔, 어쌔신크리드 섀도우스, 유비소프트",20,https://i.ytimg.com/vi/0EMXA2N8z90/hqdefault.jpg,666463,4932,1343.0,false,402000,232887216,2375,transcript_api,captions\0EMXA2N8z90.txt
KAgYP--zGrE,마피아게임+동양풍 꼬리잡기 [귀귀살전],"▶편집 - [ 달툰 ]

▶서브 채널 [ 김진우 ] - https://www.youtube.com/channel/UCweizAaKFQrSEYnleVOZqTA

▶풀영상 채널 - https://www.youtube.com/@J1NU_RePlay

구독하기 링크 ▶ https://goo.gl/g9xpHg

지누 개인방송국 ▶ https://chzzk.naver.com/2086f44c7b09a17cef6786f21389db3b",2025-04-21T08:00:23Z,"인디게임, 인디, 공포게임, 공포, 스팀게임, 스팀, 호러게임, 호러, 코믹, 병맛, 아프리카tv, 지누, 트위치, 스트리머, 트위치TV, 다음팟, 카카오TV, 김진우",20,https://i.ytimg.com/vi/KAgYP--zGrE/hqdefault.jpg,131183,1842,1909.0,false,297000,383090194,3338,transcript_api,captions\KAgYP--zGrE.txt
WxEs_dMaa2I,처음부터 끝까지 갓겜이었던 게임 TOP 13 [ PS4 PS5 / XO XSX / STEAM / SWITCH ],"-집마의 또 다른 추천 게임 영상
https://youtu.be/N5IuHCr3yOE

0:00 START
1:08 TOP 13
3:09 TOP 12
4:54 TOP 11
7:01 TOP 10
8:54 TOP 9
10:54 TOP 8
13:00 TOP 7
14:46 첫 번째 1위 후보
16:28 두 번째 1위 후보
18:25 세 번째 1위 후보
20:38 네 번째 1위 후보
23:16 다섯 번째 1위 후보
26:06 여섯 번째 1위 후보
29:36 마무리

집마 추천 게임 리스트

#갓겜모음#통수없음#갓겜이갓겜인이유#PS5#PS4#Switch#스팀#xbox",2023-03-30T09:17:05Z,"집마홀릭, 집마, 게임랭킹, 랭킹, 집마홀릭TV, 신작게임, 게임리뷰, 홀릭TV, 젤다의 전설 야생의 숨결, 젤다의 전설 티어스 오브 더 킹덤, 스팀, PC, 에픽 스토어, PS4, PS5, Xbox, 닌텐도 스위치, 엘든링, 갓 오브 워, 포르자 호라이즌 5, 컵헤드, 둠 이터널, 언차티드 4, 몬스터 헌터 월드, 레드 데드 리뎀션 2, 바이오하자드 2 리메이크, 갓겜 모음",20,https://i.ytimg.com/vi/WxEs_dMaa2I/hqdefault.jpg,1458470,9157,1859.0,false,402000,232887216,2375,transcript_api,captions\WxEs_dMaa2I.txt
3umaHQtp6yA,🔴 픽뚫이 없는 가챠게임? 『에테리아: 리스타트』CBT 1일차!,"🎮 와이프키우다가 여캐들키우는 본격 게임 교육&예능 채널!
디스코드: https://discord.gg/BWA3Z3SqgW
-------------------------------------------------------------------------------------
🏹📡 생방송 스케쥴 (월~금랜덤) 
저녁방송: 밤 10시- 
게릴라방송: 유투브 & 디코
-------------------------------------------------------------------------------------
📌#리버스1999 #명조 #소녀전선2 #듀엣나이트어비스 #에테리아
------------------------------------------------------------------------------------- 
📧 모든 문의 (대리뽑, 대리플레이, 계정상담)
-이메일: wifemaker1@gmail.com
-카카오톡: https://open.kakao.com/o/sln1vmSf
-------------------------------------------------------------------------------------
AI자막생성은 Vrew를 적극추천!",2025-05-08T19:28:40Z,,20,https://i.ytimg.com/vi/3umaHQtp6yA/hqdefault.jpg,229,6,21988.0,false,2850,1233250,551,transcript_api,captions\3umaHQtp6yA.txt
IgB612AiVi8,반드시 뇌물을 먹여야 이기는 보드게임ㅋㅋㅋ,"반드시 뇌물을 먹여야 이기는 보드게임ㅋㅋㅋ

편집 : 율핑님
썸네일 :  프루님
생방송 : https://chzzk.naver.com/912b559dcdd9c9ea1fe97864925738bf
다시보기 : https://www.youtube.com/왈도쿤다시보기
비즈니스 : Dokun@sandbox.co.kr

◈썸네일과 영상 내 이미지 소스는 허가 없이 재가공 및 배포를 금지합니다
#노팅엄의지방관 #보드게임 #상회 #뇌물",2025-02-28T11:15:04Z,"왈도쿤, 게임, 치지직, 스트리머, 보드게임 동아리, 계모임, 여까, 이와, 난나잉, 아무탈, 지방관, 노팅엄의 지방관, 뇌물, 상회",20,https://i.ytimg.com/vi/IgB612AiVi8/hqdefault.jpg,378288,4803,1281.0,false,385000,463367085,2649,transcript_api,captions\IgB612AiVi8.txt
0km3wH1VT3E,게임 오버를 할 때마다 게임 속 캐릭터가 실종되는 의문의 게임,"절대로 검색해서는 안 될 검색어의 게임
- 이리스 증후군 스토리


게임 제목 : Irisu Syndrome
가격 : 무료
한글 : 한글패치
플레이타임 : 1시간 이상 (엔딩마다 플레이타임 다름)



""Production music courtesy of Epidemic Sound ""www.epidemicsound.com""

#이리스증후군 #공포게임스토리 #이리스증후군멸 #게임스토리",2025-02-16T11:55:06Z,"이리스 증후군 게임, 이리스 증후군 해석, 이리스 증후군 멸, 이리스 증후군 멸모드 엔딩, 이리스 증후군 한글, 이리스 증후군, 아리스 증후군, 절대로 검색해선 안되는 단어 게임, 절대로 검색해선 안되는 단어, 공포게임 스토리 리뷰, 공포게임 스토리 요약, 공포게임 스토리 해석, 공포게임 스토리, 공포게임 리뷰, 공포게임, 공포 게임, 게임스토리 리뷰, 게임스토리 결말포함, 게임스토리 읽어주는, 게임스토리, 게임 스토리 리뷰, 게임 스토리 요약, 게임 스토리 읽어주는, 게임 스토리",20,https://i.ytimg.com/vi/0km3wH1VT3E/hqdefault.jpg,501656,7737,1372.0,true,378000,138134613,391,transcript_api,captions\0km3wH1VT3E.txt
CHHr0JP1ePw,디아4 시즌8 최종 도적 죽음의덫 앤드게임 세팅공유[디아블로4.Diablo4.Vesselofhatred],"🎓크딜 죽덫 최종 스킬 : 
https://diablo4.inven.co.kr/db/skilltree/55111
🎓크딜 죽덫 최종 패시브 : 
https://diablo4.inven.co.kr/db/paragon/84625
========================================
00:00 intro
00:22 스킬공유skill
00:58 장비gear
01:25 룬워드rune
01:38 전문화master
01:40 용병세팅follower
01:50 우두머리능력bosspower
02:08 정복자paragon
02:31 매커니즘mech
12:17 나락100pit
25:39 스피드세팅speedsetting
25:57 나락80pit
========================================
🎓크딜 야만 육성 출혈 소용돌이 계획공유
https://diablo4.inven.co.kr/db/skilltree/55114

🎓크딜 야만 출혈 소용돌이 스킬 : 
https://diablo4.inven.co.kr/db/skilltree/55113
🎓크딜 야만 출혈 소용돌이 패시브 : 
https://diablo4.inven.co.kr/db/paragon/84627

🎓시즌8 크딜 지진 소용돌이 스킬
https://diablo4.inven.co.kr/db/skilltree/55212
🎓시즌8 크딜 지진 소용돌이 정복자
https://diablo4.inven.co.kr/db/paragon/84727

🎓크딜 투척야만 스킬
https://diablo4.inven.co.kr/db/skilltree/55256 //
🎓크딜 투척야만 정복자
https://diablo4.inven.co.kr/db/paragon/84764

🎓유튜브 채널 구독하기 : 
https://www.youtube.com/channel/UCnoR1w2upGkdulFa56os3Zw?sub_confirmation=1

🎓시즌8 독주입 칼춤 도적 스타터
https://diablo4.inven.co.kr/db/skilltree/55259

💥죽덫 가이드 영상 : 
https://youtu.be/6T9CuVC1ZHU?si=5C2CYKaLrnj1fAYH
🎓시즌8 크딜 [최종]도적 죽음의 덫 앤드게임 스킬 : 
https://diablo4.inven.co.kr/db/skilltree/55111
🎓시즌8 크딜 [최종]도적 죽음의 덫 앤드게임 정복자 : 
https://diablo4.inven.co.kr/db/paragon/84625

✅커피한잔 선물하기[수수료최저 투네이션]
https://toon.at/donate/criticaltv

🍔바반끼 선물하기[멤버십]
https://www.youtube.com/channel/UCnoR1w2upGkdulFa56os3Zw/join

✔비지니스 및 광고문의 : dream1125s@naver.com
​​✔캐릭터 리뷰 및 문의사항 카톡 : https://open.kakao.com/o/sYXq6jje

⚔디아4 크딜 정보공유 오픈톡(비번 : 040800)
https://open.kakao.com/o/ghjP2gSe

⚔디아2오픈톡(참여코드:0408)
open.kakao.com/o/gWEBpOhe

⚔디아3오픈톡(참여코드:0408)
https://open.kakao.com/o/g9tbJZTd

⚔POE2 크딜 정보공유방 : 
https://open.kakao.com/o/g1Z1ov2g

✨크딜 정보공유 블로그 : 
https://blog.naver.com/dream1125s

⚔정보공유 디스코드(discord)
discord.gg/7easX8sqnT

#디아블로 #디아블로2 #디아블로3 #디아블로4 #크딜 #크리티컬딜러 #poe #poe2 #패스오브엑자일 #패스오브엑자일2 #피오이 #피오이2 #죽음의덫 #죽덫도적 #deathtrap #rogue #도적 #디아4도적 #디아4로그 #크딜도적",2025-05-07T21:01:35Z,"CriticalDealer, 크리티컬딜러, 디아블로, 디아블로2, 디아블로3, 디아블로4, diablo2, diablo, diablo3, diablo4",20,https://i.ytimg.com/vi/CHHr0JP1ePw/hqdefault.jpg,23338,171,1687.0,false,111000,77927763,4530,transcript_api,captions\CHHr0JP1ePw.txt
9LJ030tSNgA,3D 수박게임 개고수 상일아 이제는 구독해줘라,"우주하마 UZUHAMA 프루트마운틴 Fruit Mountain
우주하마 팬카페 https://cafe.naver.com/uzuhama
우주하마 치지직 https://chzzk.naver.com/c6e1c8cf1b128bd321cc2684c92b5a00
#우주하마",2024-04-04T02:30:03Z,"병맛게임, 공포게임, ㅋㅋㅋㅋ, uzuhama",20,https://i.ytimg.com/vi/9LJ030tSNgA/hqdefault.jpg,659334,10496,1455.0,false,2100000,1883803096,2938,transcript_api,captions\9LJ030tSNgA.txt
CTYOdHilDDU,턴제게임 편식하는 chill세가 맛보는 최고의 턴제게임,,2025-05-09T20:03:56Z,,20,https://i.ytimg.com/vi/CTYOdHilDDU/hqdefault.jpg,5150,94,18743.0,false,23300,574978,18,transcript_api,captions\CTYOdHilDDU.txt
c899mlkIYW8,미친 퀄리티 애니메이션 모험 게임,"갑자기 추억이


#공룡
#컵헤드
#cuphead
---------------------------------------------------------------------------------------------

Instagram : [ https://www.instagram.com/ehdgh141/ ]
문의 : [ rulrudino@gmail.com ]
비즈니스 문의 : [ withrulrudino@gmail.com ]

Music ⓒ
 - Audionautix
 - Kevin MacLeod
 - Twin Musicom",2024-02-18T07:00:15Z,"마인크래프트, 공룡, 각별, 공룡티비, 공룡각별, 공룡유튜브, 컵헤드, 공룡 컵헤드, 공룡 애니메이션, 종합게임, cuphead, 컵헤드 공략, 컵헤드 보스",20,https://i.ytimg.com/vi/c899mlkIYW8/hqdefault.jpg,866872,9657,5070.0,false,642000,421742990,421,transcript_api,captions\c899mlkIYW8.txt
Q32xtgr7VJ0,"8년째 접고 복귀하고 반복하는 연어 게임, 에픽세븐",#테스터훈 #테스터훈마이너스 #에픽세븐,2025-05-03T13:36:10Z,"테스터훈, testerhoon, 뉴메타, 리그오브레전드, 테스터훈 랭크, 테스터훈 티어, 테스터훈 롤, lol, league of legends, 에픽세븐",20,https://i.ytimg.com/vi/Q32xtgr7VJ0/hqdefault.jpg,17506,168,1478.0,false,79400,94657535,725,transcript_api,captions\Q32xtgr7VJ0.txt
IwHJSyGFWJA,깨박이를 완전한 사육하기 위해 찾아온 여캠분...,"* 와꾸대장봉준의 게임 채널입니다!
* 구독, 좋아요, 댓글 한 번씩 부탁드립니다!

출처는 브금대통령 | BGM President |
#롤 #리그오브레전드 #LOL",2025-05-03T12:24:41Z,"봉준, 김봉준, 와꾸대장봉준, 게임, 리그 오브 레전드, LOL, League of Legends",20,https://i.ytimg.com/vi/IwHJSyGFWJA/hqdefault.jpg,152346,1088,2236.0,false,80000,32895584,329,transcript_api,captions\IwHJSyGFWJA.txt
